fielddate	poiskInd_ind_corr	poiskInd_ind_pca	poiskInd_corr	poiskInd_pca
2004-01	15.679729607333138	34.17924649182604	1.9326007821233857	2.2994940366592456
2004-02	0.0	0.004371883453504376	1.9451443866331983	3.8094236863096063
2004-03	19.77050927136856	21.959464382249077	4.2773392179119165	2.8350213942621063
2004-04	25.436466504380583	24.391814935066563	3.9018641099211053	1.686688769578253
2004-05	9.38121050221819	8.336980072164739	0.27397729113200675	0.545530940111964
2004-06	19.16806424253175	19.155870735096638	6.355737737562421	5.212535823813451
2004-07	18.61683723262315	29.082675444786624	4.977029659909892	1.1691117715732147
2004-08	16.35607689935184	24.522686775804655	0.12052766914247987	1.22645791731793
2004-09	14.355211845497571	25.146478272403193	4.539606622388616	1.5230485955662738
2004-10	14.775080150340079	15.654966359346895	3.4100905890509323	2.0494488333160206
2004-11	13.439893714319588	11.533411367154901	5.706676083072025	5.415208563355592
2004-12	16.685444061285395	16.728622677405266	5.246785669100868	2.883450890132449
2005-01	11.473945080972163	11.00451688319824	1.7955591297856957	1.859858593521048
2005-02	9.549854074097757	10.710634713020564	1.4776700246528216	0.6263045181953165
2005-03	17.66918077868244	16.283703495049803	4.385256719685532	0.9979191448076601
2005-04	8.143777392210287	21.808322486788292	2.6988813927549176	1.1664292778013683
2005-05	9.189578385068831	17.551613207894007	0.0	1.318536261925518
2005-06	11.011239048935314	24.877745296660894	4.997865068045938	3.4517074216845063
2005-07	2.1504041690736364	16.383818482511302	0.3622216361551569	2.134088438983887
2005-08	11.795764720913605	10.806170261867926	1.7656238378121953	0.350911877280014
2005-09	21.686948600645984	19.375876544277354	3.696048816909975	1.6349325249091693
2005-10	9.871355068348652	18.242117449413836	2.2714390996893616	0.0
2005-11	11.710003066615515	12.746251024523161	3.6487348723052997	1.3231253575526485
2005-12	10.755484578743573	15.383138520676702	2.981670681603093	1.166934662208115
2006-01	14.742243415168335	19.612463692646884	1.4209446025989458	1.6920661719936454
2006-02	13.439194530049596	9.825997193047257	2.7852592270913212	0.7954751178626278
2006-03	22.470507177903556	10.097545326328785	6.759739962724349	2.361207762543976
2006-04	19.725580950358612	12.913559045788425	6.826712885373318	1.6236080237527977
2006-05	18.156363377143954	6.8078212784928684	6.285836361354207	3.048053626424135
2006-06	17.411804558901967	14.53964006578174	5.199682764698346	2.339623434853825
2006-07	8.23638728225609	19.00861318455643	3.4039151777289787	2.0764475968291687
2006-08	13.731998696924865	12.874563773533412	5.019346416422388	2.631397667519573
2006-09	13.937747932145465	15.039899113423626	5.077060129839994	1.5379043680205948
2006-10	12.771477046769318	15.103845786635663	4.97243416375646	1.9149182912639373
2006-11	14.263881433165949	13.861451315024762	4.033360177346633	1.3804438916716166
2006-12	17.116685157334366	18.289519575327265	3.7505708884984568	1.3799385072648718
2007-01	14.467516893255283	4.195514586082945	2.9916793721584254	0.48777978008106776
2007-02	10.290315776880608	0.0	2.303862552312572	0.39783380391421125
2007-03	14.446560831598868	13.156815830554795	3.802063719672991	1.353941605165079
2007-04	18.129645723039214	13.032546482757013	4.92102818689607	1.4447757582163558
2007-05	13.897217147266003	13.656434990686044	4.690561745622868	1.9109925505509848
2007-06	16.80935264472726	16.78042121217742	4.223493824391541	0.673661602088153
2007-07	16.454044147879106	10.584412528596577	6.15804542463347	1.2522275799671796
2007-08	16.55810503297309	12.425547840399721	6.652250295516388	2.059648845137564
2007-09	18.73007638471099	19.52611493507795	5.985003422663189	2.0263983826259175
2007-10	24.802275013000795	23.058747510994678	8.262983910327408	2.602264053548431
2007-11	23.66118568214277	21.310082719540553	7.497100189618403	2.858340841662578
2007-12	23.058351626056677	20.79446341794752	7.488550117498155	1.7226086753242087
2008-01	33.38158378189636	31.087195614260647	7.985672326920967	2.4142316624988647
2008-02	23.00592953707291	20.09314854060789	7.856759940675187	2.5665196439316467
2008-03	17.301657049146655	17.888615011009364	7.5668177350330454	3.3365181626548055
2008-04	18.392163133955634	18.57219724598481	8.928169433002669	3.5445688405111015
2008-05	18.77367361967189	24.033444037134313	8.490788065683793	2.993803680936651
2008-06	24.849898616809966	25.70006155739786	27.868788200881223	19.978554662328285
2008-07	20.008529228020937	24.57845762655185	10.637446314821695	5.16480526885824
2008-08	19.645629992219444	23.44697659938213	7.584357498461133	3.3621699061593704
2008-09	34.68604557215452	43.741492225482276	12.334328656752566	5.139030342930827
2008-10	79.22256855742965	89.24576576261164	23.004296229488247	7.396550735113962
2008-11	60.89656562854112	74.40454384899918	14.112997349626223	6.249857800030229
2008-12	43.79285323076284	59.61221534181316	14.440947639637166	7.914184968524668
2009-01	36.6752930400546	56.650571895709334	12.581789273416172	9.286457853967741
2009-02	33.00607952213774	51.3682267248774	11.093073177754233	8.812735247089295
2009-03	24.047977453841888	42.94866768080257	8.330102086179004	5.749890083415464
2009-04	21.020945516232025	36.835489641780555	5.732543545865625	4.510072947007529
2009-05	22.102617555405473	38.225334179534165	7.370148354492842	5.39196646347453
2009-06	17.39253212069932	31.529250319120635	6.515483849638455	4.6695660519350435
2009-07	18.706811338533665	33.63196603007411	7.746864688613449	5.515715158785261
2009-08	20.689032723165386	36.292024079440495	6.692000028895733	5.004811440744009
2009-09	16.571389958044577	29.354217613500094	5.098383946676153	4.080007817126451
2009-10	14.956088115517817	29.926774567324237	5.053288344152983	3.7254679154600407
2009-11	13.84655009696235	27.479107080685136	3.997316808319728	2.8171141886018267
2009-12	16.152419772197927	28.44571317148662	6.03277611219011	4.201079183805887
2010-01	9.324050003239481	19.791065770476987	0.8315085948273986	2.51866357973225
2010-02	12.568852270476292	22.6341598064796	3.52968840810545	2.3934959336451693
2010-03	14.679932051950802	25.06794126146673	5.039304935439228	3.3756948756785587
2010-04	18.300125871617162	28.507590341987214	6.564888257260306	3.47615769859453
2010-05	19.819648059746996	30.313073900215283	7.120311332439504	4.697424185258269
2010-06	16.785673837364016	30.531518411442626	8.182830728786117	4.425389475933558
2010-07	14.804409252023158	22.174572997896757	6.60758732970205	3.919266028635204
2010-08	12.957470623816814	21.142327211709812	5.255309218623317	3.531640161781564
2010-09	17.548921382952685	24.472154694428415	7.121464794918748	3.988903370430187
2010-10	12.870717722338185	24.10923596059669	6.3831168699807685	3.55809381003029
2010-11	14.9656021585862	22.299826376378764	5.512227871332309	2.6694179705018413
2010-12	15.958571793175059	28.513488353145558	5.50652019134563	2.656372400110578
2011-01	7.382405894792384	20.867970052286363	1.5919491311288876	1.8808524814054215
2011-02	10.40449441120139	21.506025363756965	3.3843723527590854	3.2783509770216277
2011-03	12.556350635563314	21.692558189919183	4.202955595118973	3.3315244526070615
2011-04	14.455469000455691	22.599348799871088	4.835975443817613	3.4120019847207392
2011-05	19.70193163139926	27.19157325550449	5.180882716390252	4.191712421516275
2011-06	16.848265123110405	26.355176692055355	5.891946979650868	4.320355711578958
2011-07	31.92102586789941	41.19617281391376	9.72810718240872	5.722594350738859
2011-08	25.316432780655802	36.05973594826959	10.699568202711705	7.883266682403943
2011-09	21.2959181739458	30.582116973923597	10.251630891197859	7.822467037620032
2011-10	20.86044108264432	30.286077157122946	9.601071279071128	7.716337762001789
2011-11	18.576363537140786	26.03098273016623	7.315620509576065	5.66714516803555
2011-12	16.2944160081696	28.011502235953458	7.486047032044309	5.998588886553907
2012-01	11.966502914299108	23.270911818329225	4.600440801397905	4.973459141170244
2012-02	14.036428243825645	22.897371517249503	5.293693123812714	5.049728799903732
2012-03	13.288450437980735	21.854740222839816	6.23466334936358	5.525867991137962
2012-04	13.399472451475983	21.80565132357746	5.776673491950754	3.8614192881303397
2012-05	16.62576960708396	24.79269152023331	8.92005017163219	6.8900676242384575
2012-06	31.2416921904511	37.636256051455476	39.12053632149894	33.17517343086968
2012-07	18.15734962425325	25.602603254496767	13.056606174878526	10.713424345447395
2012-08	14.448737906960568	22.049167351811153	9.69059387471481	7.0347630969543316
2012-09	13.34916804058765	21.79332883993005	7.826193187041166	6.108136457990436
2012-10	11.954447190294594	20.628147437177557	6.725126048684746	4.845242829465807
2012-11	12.02244962636271	20.96315653958586	5.784155823133886	4.369103638231577
2012-12	11.424545267457946	22.46183987697753	5.624058910328321	3.5823492009411786
2013-01	8.897394737190544	18.385972027367156	3.6287079952336	3.348735843023087
2013-02	9.270087689992838	18.14347327240852	4.524582618261295	3.4703351325909066
2013-03	10.370776027297262	19.159102074370082	4.171955528329406	3.478931413258239
2013-04	13.528074856055893	21.049805362262806	7.621000671712442	4.966842119033627
2013-05	12.854308645085359	20.74329373253025	5.456514357581227	3.6106233689382776
2013-06	17.508509333463778	26.12115455266128	9.932120127690329	6.668157507706421
2013-07	17.44111553708343	24.802452499994455	11.352029420151627	7.6947061977643845
2013-08	14.918690299754779	22.723907990792977	9.144283554595715	6.709091811134537
2013-09	13.497641460174506	20.597072898841727	7.876407806099958	5.822992481775269
2013-10	19.748486119229266	27.07692104193338	8.107096906452387	5.002286984380415
2013-11	16.313519209851282	22.8994344770827	8.304235139469872	4.762175674932137
2013-12	16.67084537284367	24.883708523515686	9.245205365020734	5.238314866166367
2014-01	17.030057732469263	25.005044017095035	9.087357238203156	8.157784523805464
2014-02	25.960645921596498	32.31849366786451	13.934861782053078	11.253845422496322
2014-03	23.476618765398335	30.311306477581617	16.624162928405184	13.918775185813947
2014-04	16.99090459506244	23.644942840559686	12.138679689131132	9.299751608581772
2014-05	16.232740632650206	22.06132343864913	10.819853378968828	8.350276124269413
2014-06	14.86648069627372	21.228554793610606	9.700685998201369	7.875443445746396
2014-07	15.778685450556376	21.427154179584228	12.268993389749701	8.883007086907364
2014-08	15.369079735565329	20.794067993565918	10.66903654370413	9.170682077394268
2014-09	15.868666920720754	23.228050886291854	12.643956051927047	10.892938370492338
2014-10	19.04781328897122	24.725588733156606	14.328071790223646	13.770462631051908
2014-11	33.484589628379396	37.94504426544503	33.91961217765413	34.30102215825267
2014-12	100.0	99.99999999999999	100.0	100.0
2015-01	32.65073589854325	40.19733213824608	39.10887738562827	44.62553919835338
2015-02	26.197858601571966	32.85236013642622	29.591126805440336	33.643500633602564
2015-03	25.208562362712886	29.29814296370684	27.289303608781267	29.83653978363092
2015-04	28.980770037407797	33.96671349927251	36.42594140985427	40.93441191582396
2015-05	21.732402775104855	27.48829948430838	22.71139211764642	25.507838167462964
2015-06	26.62923147605874	30.426428572421273	25.738415423982794	25.73174723355707
2015-07	21.741087058104302	26.9974663175128	23.480021981632813	24.019375705946548
2015-08	34.56871451978116	38.02568905949322	41.28726801496945	44.43135189565934
2015-09	23.578295889003332	27.93524210499159	26.462530844229548	29.35731869782076
2015-10	21.99591193214542	26.98297799783372	22.083394627208847	24.270743587391273
2015-11	19.538060876646473	24.982011939211063	16.649731008618534	18.694618356648267
2015-12	26.76129872710401	32.43385622886697	23.492776391036184	24.00229963501576
2016-01	28.446170235047692	31.749031891663694	31.13206110133997	37.96403865423778
2016-02	23.73463337541525	25.14760348212415	21.382717054297874	24.96669145806463
2016-03	22.833937326406858	24.81732218052517	23.116531863935222	26.2833407308783
2016-04	21.041771186122467	24.040745029987832	17.910895059780515	20.744266422463294
2016-05	18.771132177709433	21.69855835154358	15.363756852220499	16.92183555854207
2016-06	27.773620425736286	30.2838397685725	36.897204815318226	34.9269543351422
2016-07	21.27859819138781	24.23449024085522	25.07972726876599	24.10984616303611
2016-08	14.693468617738239	20.661835996729565	14.385829730949217	16.06164758963286
2016-09	13.988517757753964	20.228212053847507	11.760743767101756	12.707984137839057
2016-10	15.543697096092007	19.852211418622243	11.760743767101756	12.707984137839057
2016-11	19.026655001308104	22.30920693140548	13.584846440059982	15.250646384061982
2016-12	19.831241816135993	23.393725741139264	14.928658374601524	15.433045318413711
2017-01	17.23478118154393	20.918763595065144	11.64972799868143	15.012825152763702
2017-02	22.805875976088416	22.907314456728262	14.785050004495206	16.09739691912418
2017-03	21.81980795122953	20.75711662653588	13.670064538155387	14.479361960721164
2017-04	19.98370928695129	21.111670241091932	13.670064538155387	14.479361960721164
2017-05	20.28033061905295	21.211969920166666	13.555063227872992	14.047147425097176
2017-06	22.82291948335371	22.02901930039208	17.10100943912738	16.755333616498163
2017-07	23.763381596704125	22.71937494863214	19.385791599219782	17.413871742084122
2017-08	24.25117498032971	19.300913084109684	17.922005247444915	15.318894045434764
2017-09	21.87973112744328	19.34270406384406	14.738778249608972	13.442791922158507
2017-10	20.988747960437273	18.236167517225653	12.827054586320251	11.287014580725234
2017-11	22.262135282972196	18.759913350247018	13.595185723445221	12.921323100089943
2017-12	22.15733052007598	20.241435128735407	13.822793648437347	12.199576180963644
2018-01	18.903685587191628	15.21400093109754	12.20786903266991	13.53526382424616
2018-02	20.560409079773148	18.215876131425546	14.856349774607205	14.970971165904972
2018-03	20.564494004894915	18.001280533328934	12.699311100417525	12.799723810522122
2018-04	30.794118948994733	27.25128178423139	31.16256651379111	32.843228182089575
2018-05	24.266441765615255	21.852312837713793	18.214320026242714	19.19607446048304
2018-06	21.75104051278418	20.77938905282862	16.230120440478927	15.866657776969712
2018-07	22.598459839587868	20.66255724914456	17.766881441590293	16.01250383481801
2018-08	30.064901106435933	27.027255990733867	30.31931907577986	30.946871869657755
2018-09	24.626669437708802	22.505420741626633	23.068920586754903	25.89462460973974
2018-10	21.77380137556126	20.059054231253146	16.40535422447748	16.29466443921351
2018-11	22.525074790037117	21.16948977177224	16.345121750761322	16.2988723125937
2018-12	22.718473981776846	23.112300585650996	16.749554306041386	17.156011615885557
2019-01	20.613590945938487	18.504085747938714	15.511070447739181	17.323944709820047
2019-02	22.930719570064674	19.401550705158726	14.868270230559293	15.66654000730729
2019-03	24.057441504485414	19.454655105294943	16.302273370147173	16.558018744991838
2019-04	23.5026857434356	19.916872387433564	15.340920989034656	14.933541214305938
2019-05	21.915446955762523	20.165264960187375	13.729493162588282	14.039857657141056
2019-06	23.453018264302244	20.83429565616581	18.13911821872573	17.15575722579389
2019-07	24.27430707131409	19.27996562718561	18.787274938617365	16.87748698286097
2019-08	27.29090688083375	20.867182701477045	22.409079333008364	21.088797182841294
2019-09	28.356230339038667	20.378798846467937	20.15504109816403	18.855085590504952
2019-10	25.79576913022452	19.782718560623625	17.22384080856283	15.830904744722517
2019-11	24.252263551368056	19.5999147951407	14.678390105566738	13.67628661105208
2019-12	25.004056522890444	21.0305994330995	15.628761387742939	14.207586421799448
2020-01	25.146840869333463	16.303354687988936	16.644777750484714	16.95332966323621
2020-02	30.471102526540765	18.483412754340286	19.901292716741423	19.236591086969334
2020-03	66.99134382550996	51.39911611362652	85.8913941512807	98.27231643185486
2020-04	37.02118418752921	29.299458612232478	35.15512269041783	42.65159997115034
2020-05	30.194126164674476	20.34570817935195	22.059247991215873	26.171700265659457
