fielddate	sentInd_beta_neg_pos	sentInd_beta_neg	sentInd_beta_pos	sentInd_diff	sentInd_beta_diff
2012-01	11.442750267031215	17.40916846836031	64.19862073179999	7.411757393552732	8.889864567627033
2012-02	49.14210028083396	42.49132569547283	89.69816493886222	23.315928428036564	28.29841024790701
2012-03	40.50846312759233	48.438582585516876	67.92406833713326	51.68300009060427	43.63686827949512
2012-04	33.428134994663466	43.297377512641454	72.24150407030926	52.72875908032591	35.975293625094395
2012-05	37.77230567707581	38.01257898290502	32.29477869337167	56.723684614018914	45.22878751036979
2012-06	33.14417925225072	36.08758722152549	30.08324683492841	52.091647270392905	43.83745077153913
2012-07	22.579103954592235	34.69095838531655	72.02632227889451	39.35995760002858	26.022020981706515
2012-08	37.12573515732618	40.29251272177969	60.23736493469394	29.750908317890072	37.10385422809155
2012-09	17.000006280463012	18.63180583176261	39.98404058701605	18.357092956294274	19.66057685246619
2012-10	25.26599643368469	34.10836411822075	24.370136927544415	71.91865130568367	43.73420896551737
2012-11	8.234084571753405	10.13477068693674	3.3335880911366633	45.518939028122794	23.896038626784662
2012-12	13.852501639209105	15.299447048490453	0.0	52.66621071828283	31.205295590603498
2013-01	5.799887724866614	11.868449355852057	61.91582899797878	0.0	3.309573183230403
2013-02	0.0	0.0	34.6286221022374	3.2489583154992587	0.0
2013-03	2.75480907889553	19.651920952730432	28.014899331595558	60.85914936533495	25.4693334463953
2013-04	13.969611924629861	25.443039632273752	67.82589874455884	24.814895760793107	16.858660949289224
2013-05	10.558349580316827	18.076884740108998	49.02007310307609	24.169481229334366	15.526254607324736
2013-06	28.712065522641844	31.672098536404466	37.663416896265325	48.815195185031996	35.763003895750565
2013-07	43.9394111858376	45.07407247075956	51.04346474397229	56.16924612358107	46.22796649803687
2013-08	34.02918420810129	42.33396115629993	78.42135492653588	47.767836595270374	32.46687114781689
2013-09	47.31393769209276	55.561288493448274	68.6539704339884	73.13767062415874	51.66127707494751
2013-10	39.99150598001877	42.1420863627348	58.70051594148048	48.65295950022918	39.85382574645771
2013-11	55.7433692645279	54.429159043086486	62.5160410992067	61.87186389540612	52.70981488090312
2013-12	59.024443010386854	50.88092257696139	71.58711950291523	52.6769264682346	45.071333660132744
2014-01	73.5537168264836	68.14905103741363	89.10334732799593	62.382042783346286	58.448542225600946
2014-02	86.1988320681928	78.1326636132619	86.6655071626306	70.86521217096036	71.03167933805632
2014-03	76.92197046775351	68.38669048484634	98.0395915247327	49.502000784943434	55.27696948394587
2014-04	85.69382482151157	71.40743973502401	76.57403233564398	63.358207997298464	67.08362948679392
2014-05	66.42355807134614	60.69319342944054	71.90862864221963	60.502669430356136	56.38976786518883
2014-06	64.47018864942231	59.61666442460117	65.89626301932194	62.963173738836	57.454685931264784
2014-07	72.42271592153283	59.19061309688229	80.41853830826463	46.70704021174317	51.35338180730307
2014-08	69.50706033331339	61.76040545837382	69.23973459534585	62.07021700381247	58.66427503944685
2014-09	77.689764002904	70.59838444682427	76.07645122218707	69.49642132344732	66.33218282594213
2014-10	71.50195712624621	61.638344317192306	86.43129751241301	52.41273633546101	51.88732981614262
2014-11	73.56267952303408	62.762741811850965	84.90518701109248	57.12997993119667	53.78749797247795
2014-12	82.20309638610495	71.07822636531507	100.0	56.23518676805456	57.65912040748968
2015-01	86.21223792903055	71.01057380051328	94.10863838506806	58.462271332259306	59.85383462292153
2015-02	84.46440068444852	72.60267809569565	84.28328216573661	65.15404092252838	65.50227835710169
2015-03	73.56832901131757	63.74908275579655	84.24199630967958	59.41723002424614	55.193652596704155
2015-04	80.72042988602945	70.4805091879758	86.53567242384702	64.02096835386888	62.158278551921654
2015-05	92.15672453630278	78.43410513604262	79.96879619535045	73.15827870001941	73.9676121996736
2015-06	100.0	100.0	77.67955487944053	100.0	100.0
2015-07	93.94555594006894	89.50195916797952	81.71008295356211	85.7663256139349	86.20231243956346
2015-08	61.1618203634179	59.39916277105924	61.50315248548507	69.05938846171964	58.89644643081877
2015-09	53.329226567953704	48.5041917453784	63.82626242135427	50.81599015946491	45.294811907965624
2015-10	54.04956540776145	49.19355373203165	65.95035125928466	50.88255082832724	45.27897373913835
2015-11	62.1799569143978	57.67855426768823	66.78719454294108	62.3208074960173	54.85074200955255
2015-12	58.806719094442286	55.675767924221	85.467735567422	53.358336179584796	45.305972524298454
2016-01	71.6554621211699	67.19394424908866	98.21468942402228	56.49381878362649	53.818482568943644
2016-02	66.15577449242119	64.78710912629305	81.18255573182853	61.721821126164464	57.58484566411423
2016-03	62.8015775726719	58.64347617353201	91.30400665097592	49.733505155746556	46.514398814437286
2016-04	49.002995529057486	47.94219458818789	63.722676910262344	53.19880643561307	44.679418755913474
2016-05	57.69550277288902	57.1173056837846	79.45979530432399	56.76177857554056	49.30560886330654
2016-06	42.87464535795561	43.42214783096258	71.50505556206733	45.342525846166076	36.40500543986639
2016-07	38.144289655777285	36.31999768787986	55.46037427874102	45.056736195000006	34.31487971328928
2016-08	46.580310158066524	45.37299521721915	56.851429973509674	54.94227364286096	44.33513091332027
2016-09	42.68269162689699	37.4232264430015	39.2564717455741	51.824140795397206	41.85484676127739
2016-10	31.729964675364855	31.054741379549554	42.296456387172775	46.12202752237332	33.2550846840575
2016-11	45.06755297400008	43.70110915960821	60.49665686408716	49.52776926678241	40.97869886411083
2016-12	44.319400345366105	44.28529860934094	60.76254036411233	52.770798479899874	41.557337019862636
2017-01	53.22199160466973	47.824595253327175	67.63847328397087	50.332389343488394	43.03108865394227
2017-02	58.83636127941831	52.90197229392078	69.18171804307478	53.84134362398856	48.35646442926466
2017-03	71.63681828695569	61.75768651316102	75.40359637890332	58.9249187331276	56.28233373124782
2017-04	71.23668112624422	62.05761265181876	68.87935049462337	61.02569940508455	59.14994134708781
2017-05	52.94961423278165	48.8196061667003	73.9095735888633	46.374730555043854	41.77125739217344
2017-06	64.202636960199	55.970078928452196	71.73612320312066	54.845810681487606	50.94851426753109
2017-07	41.44402113300723	40.605417850503066	64.58445939875195	42.896381445282046	35.7911064497249
2017-08	42.69916451621032	39.886482467577565	56.63549535351868	45.99803494625695	38.020406017005946
2017-09	40.975470202249696	38.93237603148026	46.405822042835666	52.71429475786324	40.85563865245523
2017-10	44.25940503510638	40.94047095529495	54.282873091893	49.03843668850066	40.15743637126443
2017-11	44.72786685152453	42.46161613764393	59.97615553106207	49.93380913346233	39.73414564104932
2017-12	48.67802907400043	43.95579048344159	57.151743699018745	51.64205857746085	42.56656971788852
2018-01	46.45429720336858	43.44463965133403	64.51792700472213	46.32177480311738	39.127721611112
2018-02	41.37183293935677	38.96762712429621	46.67962670016777	51.0059564150145	40.791079195385066
2018-03	58.73398369078004	52.50248605684828	59.82949065784799	58.90192499373962	51.499837773614594
2018-04	65.64653761312864	56.19029261039829	77.99761295665272	54.01327742953408	48.78886750496729
2018-05	70.45300202896411	62.3230104169217	78.96531719729806	58.48644501930575	55.56703542429062
2018-06	58.101593841194145	49.53527696408444	64.07860065097049	52.45843569116229	46.399821889027386
2018-07	58.15164673536149	52.25216287842711	73.52449153260727	51.21985477693876	45.9227213125829
2018-08	69.01739474442903	58.605468736697155	78.78222181821494	54.31478031517225	51.302510499098894
2018-09	68.49570816819664	59.86065674033848	84.22751227765843	53.61061543092764	50.66478123840358
2018-10	54.54461479035698	48.99725968775301	67.26428568145323	52.38713729563273	44.542990436463995
2018-11	55.62529549643232	48.427000787876274	71.14215727501065	48.61518809266045	42.381430529561506
2018-12	59.03946150344898	50.65235057194605	72.0555105502566	52.14285499718701	44.62402353190935
2019-01	62.00116701090138	52.61539442430104	74.11583765471629	52.32244490921968	46.11808771283771
2019-02	60.47809198303669	51.43937228021325	70.40502208533117	52.82575612727016	46.178763459451375
2019-03	62.5508778782698	54.19806385015183	73.85058826095411	54.70323463092571	48.06607231155218
2019-04	55.22636214715914	46.085306556093094	65.00720989471057	49.15949165435765	42.01829194089955
2019-05	71.75660009219852	60.73055036626715	80.68393554625935	58.36881646220218	53.04674632271029
2019-06	68.04425542069758	58.39602295582823	80.87118342058635	56.337652858767825	50.25209025465924
2019-07	75.21581793871881	62.987377517347	85.73362301165433	54.94253603062704	53.72974356401456
2019-08	89.26220291307149	72.79456934938058	90.18507100996476	62.12694738184205	63.44842012976089
2019-09	66.05963613663967	56.69412281044109	76.37948505858066	55.769892398346734	50.00087695789625
2019-10	63.5304226019417	54.33659847415691	77.26941340703318	53.129054758604575	46.90822324326267
2019-11	57.795009595216776	48.84463887755366	64.55103743755825	53.32617615358335	45.412115259832035
2019-12	64.01576729401359	54.809401513411814	87.76515940110139	47.691960468801234	43.409038650088625
2020-01	68.32329864701704	56.5734630358159	85.08311001916783	49.90674911117949	46.50124896962251
2020-02	65.40043682129915	53.67529624212708	78.52648805074872	51.91415176842955	45.65191730953588
2020-03	68.11169853414043	56.954831409296425	87.70553671685929	50.86976980900455	45.93392657684908
2020-04	64.65335988284527	52.984004608017145	72.65096106109073	53.43641493382831	47.11326821140469
2020-05	57.894219262662475	48.60353097984247	66.36810754603185	49.79054969148087	44.42970139984158
2020-06	37.52413411108208	28.285101203495778	65.61234532091319	26.217459928742475	21.027170604406965
